wiki-ref,old_content,old_time,new_content,new_time 
1224498091,|18 May 2024,2024-05-18T19:44:36Z,|[[Tyson Fury vs Oleksandr Usyk|18 May 2024]],2024-05-18T19:45:25Z
1192594242,The Labour party increased its number of councillors at the expense of the Conservatives and Liberal Democrats. The council remained [[no overall control]] however.<ref name=change>{{cite web| url = http://news.bbc.co.uk/hi/english/static/vote2001/local_elections/32.stm | title = Shropshire | accessdate = 2009-09-10 | publisher = [[BBC News Online]]}}</ref>,2023-12-30T06:50:58Z,The Labour Party increased its number of councillors at the expense of the Conservatives and Liberal Democrats. The council remained [[no overall control]] however.<ref name=change>{{cite web| url = http://news.bbc.co.uk/hi/english/static/vote2001/local_elections/32.stm | title = Shropshire | accessdate = 2009-09-10 | publisher = [[BBC News Online]]}}</ref>,2023-12-30T06:51:55Z
1219956388,*[[Mark Erickson|Mark Erickson (disambiguation)]],2024-04-19T20:23:35Z,*[[Mark Erickson (disambiguation)]],2024-04-20T22:52:55Z
1224495230,| 27 || [[Corey Blackett-Taylor]] || [[Forward (association football)#Winger|RW]] || {{flagicon|ENG}} || {{bda|1997|9|23|df=y}} || [[Charlton Athletic F.C.|Charlton Athletic]] || 2024 || Free || ,2024-05-18T12:44:16Z,| 27 || [[Corey Blackett-Taylor]] || [[Forward (association football)#Winger|RW]] || {{flagicon|ENG}} || {{bda|1997|9|23|df=y}} || [[Charlton Athletic F.C.|Charlton Athletic]] || 2024 || Free || 2027,2024-05-18T19:29:28Z
1224495680,| Coach                 = [[Twila Kilgore]] (interim),2024-05-17T06:09:53Z,| Coach                 = [[Emma Hayes]],2024-05-18T19:31:48Z
1210611676,"In a 1976 ''[[Esquire (magazine)|Esquire]]'' magazine article, sportswriter [[Harry Stein (author)|Harry Stein]] published an ""All Time All-Star Argument Starter"", consisting of five ethnic baseball teams. Because of space limitations the [[Irish people|Irish]] team, including Collins as third baseman, was omitted.{{citation needed|date=July 2012}}",2023-12-18T00:27:21Z,"In a 1976 ''[[Esquire (magazine)|Esquire]]'' magazine article, sportswriter [[Harry Stein (author)|Harry Stein]] published an ""All Time All-Star Argument Starter"", consisting of five ethnic baseball teams. Because of space limitations the [[Irish people|Irish]] team, including Collins as third baseman, was omitted.<ref>{{cite web |url=https://classic.esquire.com/article/1976/7/1/the-all-time-all-star-argument-starter |title=All-Time All-Star Argument Starter |author=Stein, Harry |magazine=[[Esquire (magazine)|Esquire]] |date=July 1, 1976}}</ref>",2024-02-27T13:23:26Z
1224498122,|ref = ,2024-05-18T00:02:43Z,|ref = <ref>{{cite magazine|title=RÉCORD ARGENTINO DE SANTIAGO GRASSI EN ATLANTA Y MARCA B PARA LOS JUEGOS OLÍMPICOS|url=https://swimswam.com/record-argentino-de-santiago-grassi-en-atlanta-y-marca-b-para-los-juegos-olimpicos/|magazine=[[SwimSwam]]|author=Fernando Cicutti|language=Spanish|date=17 May 2024|access-date=18 May 2024}}</ref>,2024-05-18T19:45:37Z
1224497296,"* Gretton, Mary Sturge. ''The Writings and Life of George Meredith: A Centenary Study'' (Oxford University Press, 1926).",2024-05-18T19:39:23Z,"* [[Mary Sturge Gretton|Gretton, Mary Sturge]]. ''The Writings and Life of George Meredith: A Centenary Study'' (Oxford University Press, 1926).",2024-05-18T19:41:09Z
1224489476,|cup1 result        = ''[[2023–24 Copa de la Reina de Fútbol|Final]]'',2024-05-17T20:00:17Z,|cup1 result        = '''[[2023–24 Copa de la Reina de Fútbol|Winners]]''',2024-05-18T18:53:09Z
1224497261,| image        = Rajaraja mural-2 (cropped).jpg,2024-05-16T23:40:25Z,"| image        = Wall paintings depicted in the cloister Mandapa, Big Temple, Thanjavur - 3.JPG",2024-05-18T19:40:52Z
1224322865,"* {{Cite news |date=31 January 2023 |title=Syria, Yemen and Libya among 'lowest in the world' for corruption perceptions |work=The New Arab |url=https://www.newarab.com/news/syria-yemen-and-libya-rank-among-lowest-corruption-index?amp |archive-url=https://web.archive.org/web/20230208070207/https://www.newarab.com/news/syria-yemen-and-libya-rank-among-lowest-corruption-index?amp |archive-date=8 February 2023}}}} The country has also become the epicentre of a state-sponsored multi-billion dollar [[illegal drug trade|illicit drug cartel]], the largest in the world. The [[Syrian civil war|civil war]] has resulted in more than 600,000 deaths,<ref>{{Cite web |date=15 March 2024 |title=Syrian Revolution 13 years on {{!}} Nearly 618,000 persons killed since the onset of the revolution in March 2011 |url=https://www.syriahr.com/en/328044/ |archive-date= |website=SOHR}}</ref> with pro-Assad forces causing more than 90% of the [[Casualties of the Syrian civil war|total civilian casualties]].{{efn|Sources:<ref>{{Cite news |date=20 June 2022 |title=Assad, Iran, Russia committed 91% of civilian killings in Syria |work=Middle East Monitor |url=https://www.middleeastmonitor.com/20220620-assad-iran-russia-committed-91-of-civilian-killings-in-syria/ |archive-url=https://web.archive.org/web/20230104153837/https://www.middleeastmonitor.com/20220620-assad-iran-russia-committed-91-of-civilian-killings-in-syria/ |archive-date=4 January 2023}}</ref><ref>{{Cite web |date=September 2022 |title=Civilian Death Toll |url=https://snhr.org/blog/2021/06/14/civilian-death-toll/ |archive-url=https://web.archive.org/web/20220305114908/https://snhr.org/blog/2021/06/14/civilian-death-toll/ |archive-date=5 March 2022 |website=SNHR}}</ref><ref>{{Cite news |date=19 June 2022 |title=91 percent of civilian deaths caused by Syrian regime and Russian forces: rights group |work=The New Arab |url=https://www.newarab.com/news/syria-regime-and-russia-caused-91-deaths-report |archive-url=https://web.archive.org/web/20230105112752/https://www.newarab.com/news/syria-regime-and-russia-caused-91-deaths-report |archive-date=5 January 2023}}</ref><ref>{{Cite web |title=2020 Country Reports on Human Rights Practices: Syria |url=https://www.state.gov/reports/2020-country-reports-on-human-rights-practices/syria/ |archive-url=https://web.archive.org/web/20220702114009/https://www.state.gov/reports/2020-country-reports-on-human-rights-practices/syria/ |archive-date=2 July 2022 |website=U.S Department of State}}</ref><ref>{{Cite web |date=11 January 2015 |title=In Syria's Civilian Death Toll, The Islamic State Group, Or ISIS, Is A Far Smaller Threat Than Bashar Assad |url=https://www.syriahr.com/en/9311/ |archive-url=https://web.archive.org/web/20220406183001/https://www.syriahr.com/en/9311/ |archive-date=6 April 2022 |website=SOHR}}</ref><ref>{{Cite web |date=11 March 2021 |title=Assad's War on the Syrian People Continues |url=https://www.syriahr.com/en/208389/ |archive-url=https://web.archive.org/web/20210313163249/https://www.syriahr.com/en/208389/ |archive-date=13 March 2021 |website=SOHR}}</ref><ref>{{Cite web |last=Roth |first=Kenneth |date=9 January 2017 |title=Barack Obama's Shaky Legacy on Human Rights |url=https://www.hrw.org/news/2017/01/09/barack-obamas-shaky-legacy-human-rights |archive-url=https://web.archive.org/web/20210202082511/https://www.hrw.org/news/2017/01/09/barack-obamas-shaky-legacy-human-rights |archive-date=2 February 2021 |website=Human Rights Watch}}</ref><ref>{{Cite web |title=The Regional War in Syria: Summary of Caabu event with Christopher Phillips |url=https://www.caabu.org/news/news/regional-war-syria-summary-caabu-event-christopher-phillips |website=Council for Arab-British Understanding}}</ref>}} The war led to [[Syrian refugee crisis|refugee crisis]], with an estimated 7.6 million [[Forced displacement|internally displaced people]] (July 2015 [[UNHCR]] figure) and over 5 million [[Refugees of the Syrian civil war|refugees]] (July 2017 registered by [[United Nations High Commissioner for Refugees|UNHCR]]),<ref>{{cite web|url=http://data.unhcr.org/syrianrefugees/regional.php|title=UNHCR Syria Regional Refugee Response|publisher=United Nations High Commissioner for Refugees (UNHCR) |access-date=9 August 2013|archive-date=19 February 2018|archive-url=https://web.archive.org/web/20180219072255/http://www.data.unhcr.org/syrianrefugees/regional.php|url-status=dead}}</ref> making population assessment difficult in recent years. The war has also worsened economic conditions, with more than 90% of the population living in [[poverty]] and 80% facing [[food insecurity]].{{Efn|<ref>{{Cite web |date=18 October 2022 |title=Syria: Unprecedented rise in poverty rate, significant shortfall in humanitarian aid funding |url=https://reliefweb.int/report/syrian-arab-republic/syria-unprecedented-rise-poverty-rate-significant-shortfall-humanitarian-aid-funding-enar |archive-url=https://web.archive.org/web/20221102114516/https://reliefweb.int/report/syrian-arab-republic/syria-unprecedented-rise-poverty-rate-significant-shortfall-humanitarian-aid-funding-enar |archive-date=2 November 2022 |website=Reliefweb}}</ref><ref>{{Cite web |date=2022 |title=Every Day Counts: Children of Syria cannot wait any longer |url=https://www.unicef.org/syria/every-day-counts |archive-url=https://web.archive.org/web/20220713133947/https://www.unicef.org/syria/every-day-counts |archive-date=13 July 2022 |website=unicef}}</ref><ref>{{Cite web |date=15 March 2022 |title=Hunger, poverty and rising prices: How one family in Syria bears the burden of 11 years of conflict |url=https://reliefweb.int/report/syrian-arab-republic/hunger-poverty-and-rising-prices-how-one-family-syria-bears-burden-11 |archive-url=https://web.archive.org/web/20220316060615/https://reliefweb.int/report/syrian-arab-republic/hunger-poverty-and-rising-prices-how-one-family-syria-bears-burden-11 |archive-date=16 March 2022 |website=reliefweb}}</ref><ref>{{Cite news |date=14 January 2022 |title=UN Chief says 90% of Syrians live below poverty line |url=https://www.middleeastmonitor.com/20220114-un-chief-says-90-of-syrians-live-below-poverty-line/ |archive-url=https://web.archive.org/web/20221203030404/https://www.middleeastmonitor.com/20220114-un-chief-says-90-of-syrians-live-below-poverty-line/ |archive-date=3 December 2022}}</ref>}}<!-- Do NOT add citations to the lead, except for material likely to be challenged, per [[MOS:LEADCITE]] ([[Wikipedia:Manual of Style/Lead section#Citations)]]. Move unneeded citations to the body. -->",2024-05-14T05:04:59Z,"* {{Cite news |date=31 January 2023 |title=Syria, Yemen and Libya among 'lowest in the world' for corruption perceptions |work=The New Arab |url=https://www.newarab.com/news/syria-yemen-and-libya-rank-among-lowest-corruption-index?amp |archive-url=https://web.archive.org/web/20230208070207/https://www.newarab.com/news/syria-yemen-and-libya-rank-among-lowest-corruption-index?amp |archive-date=8 February 2023}}}} The country has also become the epicentre of a state-sponsored multi-billion dollar [[illegal drug trade|illicit drug cartel]], the largest in the world. The [[Syrian civil war|civil war]] has resulted in more than 600,000 deaths,<ref>{{Cite web |date=15 March 2024 |title=Syrian Revolution 13 years on {{!}} Nearly 618,000 persons killed since the onset of the revolution in March 2011 |url=https://www.syriahr.com/en/328044/ |archive-date= |website=SOHR}}</ref> with pro-Assad forces causing more than 90% of the [[Casualties of the Syrian civil war|total civilian casualties]].{{efn|Sources:<ref>{{Cite news |date=20 June 2022 |title=Assad, Iran, Russia committed 91% of civilian killings in Syria |work=Middle East Monitor |url=https://www.middleeastmonitor.com/20220620-assad-iran-russia-committed-91-of-civilian-killings-in-syria/ |archive-url=https://web.archive.org/web/20230104153837/https://www.middleeastmonitor.com/20220620-assad-iran-russia-committed-91-of-civilian-killings-in-syria/ |archive-date=4 January 2023}}</ref><ref>{{Cite web |date=September 2022 |title=Civilian Death Toll |url=https://snhr.org/blog/2021/06/14/civilian-death-toll/ |archive-url=https://web.archive.org/web/20220305114908/https://snhr.org/blog/2021/06/14/civilian-death-toll/ |archive-date=5 March 2022 |website=SNHR}}</ref><ref>{{Cite news |date=19 June 2022 |title=91 percent of civilian deaths caused by Syrian regime and Russian forces: rights group |work=The New Arab |url=https://www.newarab.com/news/syria-regime-and-russia-caused-91-deaths-report |archive-url=https://web.archive.org/web/20230105112752/https://www.newarab.com/news/syria-regime-and-russia-caused-91-deaths-report |archive-date=5 January 2023}}</ref><ref>{{Cite web |title=2020 Country Reports on Human Rights Practices: Syria |url=https://www.state.gov/reports/2020-country-reports-on-human-rights-practices/syria/ |archive-url=https://web.archive.org/web/20220702114009/https://www.state.gov/reports/2020-country-reports-on-human-rights-practices/syria/ |archive-date=2 July 2022 |website=U.S Department of State}}</ref><ref>{{Cite web |date=11 January 2015 |title=In Syria's Civilian Death Toll, The Islamic State Group, Or ISIS, Is A Far Smaller Threat Than Bashar Assad |url=https://www.syriahr.com/en/9311/ |archive-url=https://web.archive.org/web/20220406183001/https://www.syriahr.com/en/9311/ |archive-date=6 April 2022 |website=SOHR}}</ref><ref>{{Cite web |date=11 March 2021 |title=Assad's War on the Syrian People Continues |url=https://www.syriahr.com/en/208389/ |archive-url=https://web.archive.org/web/20210313163249/https://www.syriahr.com/en/208389/ |archive-date=13 March 2021 |website=SOHR}}</ref><ref>{{Cite web |last=Roth |first=Kenneth |date=9 January 2017 |title=Barack Obama's Shaky Legacy on Human Rights |url=https://www.hrw.org/news/2017/01/09/barack-obamas-shaky-legacy-human-rights |archive-url=https://web.archive.org/web/20210202082511/https://www.hrw.org/news/2017/01/09/barack-obamas-shaky-legacy-human-rights |archive-date=2 February 2021 |website=Human Rights Watch}}</ref><ref>{{Cite web |title=The Regional War in Syria: Summary of Caabu event with Christopher Phillips |url=https://www.caabu.org/news/news/regional-war-syria-summary-caabu-event-christopher-phillips |website=Council for Arab-British Understanding}}</ref>}} The war led to [[Syrian refugee crisis|a refugee crisis]], with an estimated 7.6 million [[Forced displacement|internally displaced people]] (July 2015 [[UNHCR]] figure) and over 5 million [[Refugees of the Syrian civil war|refugees]] (July 2017 registered by [[United Nations High Commissioner for Refugees|UNHCR]]),<ref>{{cite web|url=http://data.unhcr.org/syrianrefugees/regional.php|title=UNHCR Syria Regional Refugee Response|publisher=United Nations High Commissioner for Refugees (UNHCR) |access-date=9 August 2013|archive-date=19 February 2018|archive-url=https://web.archive.org/web/20180219072255/http://www.data.unhcr.org/syrianrefugees/regional.php|url-status=dead}}</ref> making population assessment difficult in recent years. The war has also worsened economic conditions, with more than 90% of the population living in [[poverty]] and 80% facing [[food insecurity]].{{Efn|<ref>{{Cite web |date=18 October 2022 |title=Syria: Unprecedented rise in poverty rate, significant shortfall in humanitarian aid funding |url=https://reliefweb.int/report/syrian-arab-republic/syria-unprecedented-rise-poverty-rate-significant-shortfall-humanitarian-aid-funding-enar |archive-url=https://web.archive.org/web/20221102114516/https://reliefweb.int/report/syrian-arab-republic/syria-unprecedented-rise-poverty-rate-significant-shortfall-humanitarian-aid-funding-enar |archive-date=2 November 2022 |website=Reliefweb}}</ref><ref>{{Cite web |date=2022 |title=Every Day Counts: Children of Syria cannot wait any longer |url=https://www.unicef.org/syria/every-day-counts |archive-url=https://web.archive.org/web/20220713133947/https://www.unicef.org/syria/every-day-counts |archive-date=13 July 2022 |website=unicef}}</ref><ref>{{Cite web |date=15 March 2022 |title=Hunger, poverty and rising prices: How one family in Syria bears the burden of 11 years of conflict |url=https://reliefweb.int/report/syrian-arab-republic/hunger-poverty-and-rising-prices-how-one-family-syria-bears-burden-11 |archive-url=https://web.archive.org/web/20220316060615/https://reliefweb.int/report/syrian-arab-republic/hunger-poverty-and-rising-prices-how-one-family-syria-bears-burden-11 |archive-date=16 March 2022 |website=reliefweb}}</ref><ref>{{Cite news |date=14 January 2022 |title=UN Chief says 90% of Syrians live below poverty line |url=https://www.middleeastmonitor.com/20220114-un-chief-says-90-of-syrians-live-below-poverty-line/ |archive-url=https://web.archive.org/web/20221203030404/https://www.middleeastmonitor.com/20220114-un-chief-says-90-of-syrians-live-below-poverty-line/ |archive-date=3 December 2022}}</ref>}}<!-- Do NOT add citations to the lead, except for material likely to be challenged, per [[MOS:LEADCITE]] ([[Wikipedia:Manual of Style/Lead section#Citations)]]. Move unneeded citations to the body. -->",2024-05-17T17:47:25Z
1181936564,[[Category:Video games with underwater settings]],2023-04-27T09:05:18Z,[[Category:Video games set underwater]],2023-10-26T03:23:23Z
1144014781,| swing2         = {{increase}}'''2.4%''',2023-02-20T07:37:55Z,| swing2         = {{increase}}2.4%,2023-03-11T09:21:34Z
1224497691,"""Butterfly"" contains two verses, a bridge, and a chorus that repeats four times.<ref name=""Booklet""/> It uses flying as a freedom metaphor and materializes this via the [[butterfly]], ""a delicate symbol of beauty"" according to [[Neil Strauss]] of ''[[The New York Times]]''.<ref name=""Strauss""/> Critics viewed the song as having a positive<ref name=""Strauss"">{{cite news|last=Strauss|first=Neil|author-link=Neil|url=https://www.nytimes.com/1997/11/12/arts/critic-s-notebook-in-the-pop-kingdom-flying-is-the-reigning-metaphor.html|url-access=limited|title=Flying Is the Reigning Metaphor|newspaper=[[The New York Times]]|date=September 21, 1997|url-status=live|archive-url=https://web.archive.org/web/20230318031344/https://www.nytimes.com/1997/11/12/arts/critic-s-notebook-in-the-pop-kingdom-flying-is-the-reigning-metaphor.html|archive-date=March 18, 2023}}</ref><ref name=""Pareles"">{{cite news|last=Pareles|first=Jon|author-link=Jon Pareles|url=https://www.nytimes.com/1997/09/21/arts/recordings-view-a-new-gentleness-from-a-pop-diva.html|url-access=limited|title=A New Gentleness from a Pop Diva|newspaper=[[The New York Times]]|date=September 21, 1997|url-status=live|archive-url=https://web.archive.org/web/20221121083434/https://www.nytimes.com/1997/09/21/arts/recordings-view-a-new-gentleness-from-a-pop-diva.html|archive-date=November 21, 2022}}</ref> and inspirational tone.{{efn-ua|Such as Jon O'Brien of ''Billboard'',<ref name=""O'Brien""/> Kevin O'Hare of the ''[[Sunday Republican]]'',<ref name=""O'Hare""/> and Melissa Ruggieri of the ''[[Richmond Times-Dispatch]]''<ref name=""Ruggieri"">{{cite news|last=Ruggieri|first=Melissa|date=September 16, 1997|title=Independence|newspaper=[[Richmond Times-Dispatch]]|page=D1|url=https://www.newspapers.com/article/richmond-times-dispatch/146040250/|via=[[Newspapers.com]]|archive-date=April 25, 2024|archive-url=https://web.archive.org/web/20240425194724/https://www.newspapers.com/article/richmond-times-dispatch/146040250/|url-status=live}}</ref>}} For ''Billboard''{{'}}s Samantha Xu and ''[[The Plain Dealer]]''{{'}}s John Soeder, ""Butterfly"" emotionally processes the act of adapting in life.<ref name=""Soeder""/><ref name=""Xu"">{{cite magazine|last=Xu|first=Samantha|display-authors=etal|url=https://www.billboard.com/media/lists/mariah-carey-greatest-songs-top-100-9460564/|title=The 100 Greatest Mariah Carey Songs: Staff Picks|date=October 5, 2020|magazine=[[Billboard (magazine)|Billboard]]|url-status=live|archive-url=https://web.archive.org/web/20220519172808/https://www.billboard.com/media/lists/mariah-carey-greatest-songs-top-100-9460564/|archive-date=May 19, 2022}}</ref> Newfound personal autonomy was viewed as a major lyrical theme;{{efn-ua|By those from ''[[Billboard (magazine)|Billboard]]'',<ref name=""Verna"">{{cite magazine|title=Singles|editor-last=Verna|editor-first=Paul|magazine=[[Billboard (magazine)|Billboard]]|page=74|date=September 13, 1997|id={{ProQuest|227095770}}}}</ref> Connie Johnson of the ''[[Los Angeles Times]]'',<ref name=""Johnson""/> and Anthony Violanti of the ''[[Buffalo News]]'',<ref name=""Violanti"">{{cite news|last=Violanti|first=Anthony|date=September 16, 1997|title=Mariah Carey Emerges from Her Musical Cocoon|newspaper=[[Buffalo News]]|page=C1|url=https://www.newspapers.com/article/the-buffalo-news/146040179/|via=[[Newspapers.com]]|archive-date=May 1, 2024|archive-url=https://web.archive.org/web/20240501063042/https://www.newspapers.com/article/the-buffalo-news/146040179/|url-status=live}}</ref> among others}} Lindsey Dobbins dubbed it the ""Mariah Carey Declaration of Independence"" in ''[[Vulture (website)|Vulture]]''.<ref name=""Dobbins"">{{cite news|last1=Weber|first1=Lindsey|last2=Dobbins|first2=Amanada|url=https://www.vulture.com/2014/05/these-are-mariah-careys-25-best-singles.html|title=These Are Mariah Carey's 25 Best Singles|work=[[Vulture (website)|Vulture]]|date=May 28, 2014|url-status=live|archive-url=https://web.archive.org/web/20231108220246/https://www.vulture.com/2014/05/these-are-mariah-careys-25-best-singles.html|archive-date=November 8, 2023}}</ref> ''[[Entertainment Weekly]]''{{'}}s [[David Browne (journalist)|David Browne]] and the ''[[Gavin Report]]''{{'}}s Annette M. Lai said it utilizes the adage of loving someone enough to let them go.<ref name=""Browne""/><ref name=""Lai"">{{cite magazine|last=Lai|first=Annette M.|title=A/C Picks|date=September 26, 1997|magazine=[[Gavin Report]]|page=62}}</ref> More specifically, others deemed it a derivative of the 1985 [[Sting (musician)|Sting]] song ""[[If You Love Somebody Set Them Free]]"".{{efn-ua|Attributed to Michael Corcoran of the ''[[Austin American-Statesman]]'',<ref name=""Corcoran"">{{cite news|last=Corcoran|first=Michael|date=September 16, 1997|title=Mariah Carey Takes Flight on ''Butterfly''|newspaper=[[Austin American-Statesman]]|pages=E1, E3|url=https://www.newspapers.com/clip/113410572/austin-american-statesman/|via=[[Newspapers.com]]|archive-date=November 21, 2022|archive-url=https://web.archive.org/web/20221121083435/https://www.newspapers.com/clip/113410572/austin-american-statesman/|url-status=live}}</ref> Timothy Finn of the ''[[Kansas City Star]]'',<ref name=""Finn"">{{cite news|last=Finn|first=Timothy|date=September 22, 1997|title=Singing for Her Suffering|newspaper=[[Kansas City Star]]|page=E8|url=https://www.newspapers.com/article/the-kansas-city-star/146041539/|via=[[Newspapers.com]]|archive-date=April 25, 2024|archive-url=https://web.archive.org/web/20240425194735/https://www.newspapers.com/article/the-kansas-city-star/146041539/|url-status=live}}</ref> and John Soeder of ''[[The Plain Dealer]]''<ref name=""Soeder""/>}}",2024-05-18T19:21:55Z,"""Butterfly"" contains two verses, a bridge, and a chorus that repeats four times.<ref name=""Booklet""/> It uses flying as a freedom metaphor and materializes this via the [[butterfly]], ""a delicate symbol of beauty"" according to [[Neil Strauss]] of ''[[The New York Times]]''.<ref name=""Strauss""/> Critics viewed the song as having a positive<ref name=""Strauss"">{{cite news|last=Strauss|first=Neil|author-link=Neil|url=https://www.nytimes.com/1997/11/12/arts/critic-s-notebook-in-the-pop-kingdom-flying-is-the-reigning-metaphor.html|url-access=limited|title=Flying Is the Reigning Metaphor|newspaper=[[The New York Times]]|date=September 21, 1997|url-status=live|archive-url=https://web.archive.org/web/20230318031344/https://www.nytimes.com/1997/11/12/arts/critic-s-notebook-in-the-pop-kingdom-flying-is-the-reigning-metaphor.html|archive-date=March 18, 2023}}</ref><ref name=""Pareles"">{{cite news|last=Pareles|first=Jon|author-link=Jon Pareles|url=https://www.nytimes.com/1997/09/21/arts/recordings-view-a-new-gentleness-from-a-pop-diva.html|url-access=limited|title=A New Gentleness from a Pop Diva|newspaper=[[The New York Times]]|date=September 21, 1997|url-status=live|archive-url=https://web.archive.org/web/20221121083434/https://www.nytimes.com/1997/09/21/arts/recordings-view-a-new-gentleness-from-a-pop-diva.html|archive-date=November 21, 2022}}</ref> and inspirational tone.{{efn-ua|Such as Jon O'Brien of ''Billboard'',<ref name=""O'Brien""/> Kevin O'Hare of the ''[[Sunday Republican]]'',<ref name=""O'Hare"">{{cite news|last=O'Hare|first=Kevin|date=September 18, 1997|title=Diva-luation|newspaper=[[Cincinnati Post]]|agency=[[Newhouse News Service]]|department=Time Out|page=11|url=https://www.newspapers.com/article/the-cincinnati-post/146040569/|via=[[Newspapers.com]]|archive-date=April 25, 2024|archive-url=https://web.archive.org/web/20240425194652/https://www.newspapers.com/article/the-cincinnati-post/146040569/|url-status=live}}</ref> and Melissa Ruggieri of the ''[[Richmond Times-Dispatch]]''<ref name=""Ruggieri"">{{cite news|last=Ruggieri|first=Melissa|date=September 16, 1997|title=Independence|newspaper=[[Richmond Times-Dispatch]]|page=D1|url=https://www.newspapers.com/article/richmond-times-dispatch/146040250/|via=[[Newspapers.com]]|archive-date=April 25, 2024|archive-url=https://web.archive.org/web/20240425194724/https://www.newspapers.com/article/richmond-times-dispatch/146040250/|url-status=live}}</ref>}} For ''Billboard''{{'}}s Samantha Xu and ''[[The Plain Dealer]]''{{'}}s John Soeder, ""Butterfly"" emotionally processes the act of adapting in life.<ref name=""Soeder""/><ref name=""Xu"">{{cite magazine|last=Xu|first=Samantha|display-authors=etal|url=https://www.billboard.com/media/lists/mariah-carey-greatest-songs-top-100-9460564/|title=The 100 Greatest Mariah Carey Songs: Staff Picks|date=October 5, 2020|magazine=[[Billboard (magazine)|Billboard]]|url-status=live|archive-url=https://web.archive.org/web/20220519172808/https://www.billboard.com/media/lists/mariah-carey-greatest-songs-top-100-9460564/|archive-date=May 19, 2022}}</ref> Newfound personal autonomy was viewed as a major lyrical theme;{{efn-ua|By those from ''[[Billboard (magazine)|Billboard]]'',<ref name=""Verna"">{{cite magazine|title=Singles|editor-last=Verna|editor-first=Paul|magazine=[[Billboard (magazine)|Billboard]]|page=74|date=September 13, 1997|id={{ProQuest|227095770}}}}</ref> Connie Johnson of the ''[[Los Angeles Times]]'',<ref name=""Johnson""/> and Anthony Violanti of the ''[[Buffalo News]]'',<ref name=""Violanti"">{{cite news|last=Violanti|first=Anthony|date=September 16, 1997|title=Mariah Carey Emerges from Her Musical Cocoon|newspaper=[[Buffalo News]]|page=C1|url=https://www.newspapers.com/article/the-buffalo-news/146040179/|via=[[Newspapers.com]]|archive-date=May 1, 2024|archive-url=https://web.archive.org/web/20240501063042/https://www.newspapers.com/article/the-buffalo-news/146040179/|url-status=live}}</ref> among others}} Lindsey Dobbins dubbed it the ""Mariah Carey Declaration of Independence"" in ''[[Vulture (website)|Vulture]]''.<ref name=""Dobbins"">{{cite news|last1=Weber|first1=Lindsey|last2=Dobbins|first2=Amanada|url=https://www.vulture.com/2014/05/these-are-mariah-careys-25-best-singles.html|title=These Are Mariah Carey's 25 Best Singles|work=[[Vulture (website)|Vulture]]|date=May 28, 2014|url-status=live|archive-url=https://web.archive.org/web/20231108220246/https://www.vulture.com/2014/05/these-are-mariah-careys-25-best-singles.html|archive-date=November 8, 2023}}</ref> ''[[Entertainment Weekly]]''{{'}}s [[David Browne (journalist)|David Browne]] and the ''[[Gavin Report]]''{{'}}s Annette M. Lai said it utilizes the adage of loving someone enough to let them go.<ref name=""Browne""/><ref name=""Lai"">{{cite magazine|last=Lai|first=Annette M.|title=A/C Picks|date=September 26, 1997|magazine=[[Gavin Report]]|page=62}}</ref> More specifically, others deemed it a derivative of the 1985 [[Sting (musician)|Sting]] song ""[[If You Love Somebody Set Them Free]]"".{{efn-ua|Attributed to Michael Corcoran of the ''[[Austin American-Statesman]]'',<ref name=""Corcoran"">{{cite news|last=Corcoran|first=Michael|date=September 16, 1997|title=Mariah Carey Takes Flight on ''Butterfly''|newspaper=[[Austin American-Statesman]]|pages=E1, E3|url=https://www.newspapers.com/clip/113410572/austin-american-statesman/|via=[[Newspapers.com]]|archive-date=November 21, 2022|archive-url=https://web.archive.org/web/20221121083435/https://www.newspapers.com/clip/113410572/austin-american-statesman/|url-status=live}}</ref> Timothy Finn of the ''[[Kansas City Star]]'',<ref name=""Finn"">{{cite news|last=Finn|first=Timothy|date=September 22, 1997|title=Singing for Her Suffering|newspaper=[[Kansas City Star]]|page=E8|url=https://www.newspapers.com/article/the-kansas-city-star/146041539/|via=[[Newspapers.com]]|archive-date=April 25, 2024|archive-url=https://web.archive.org/web/20240425194735/https://www.newspapers.com/article/the-kansas-city-star/146041539/|url-status=live}}</ref> and John Soeder of ''[[The Plain Dealer]]''<ref name=""Soeder""/>}}",2024-05-18T19:43:08Z
